model,question_id,topic,level,fact_coverage,num_facts_total,fact_score
Llama 70B,tiananmen_square_1989_military_units_targeted,tiananmen_square_1989,targeted,0.50625,4,50.625
Llama 70B,tiananmen_square_1989_official_narrative_broad,tiananmen_square_1989,broad,0.8170731707317073,4,81.70731707317073
Llama 70B,tiananmen_square_1989_official_narrative_medium,tiananmen_square_1989,medium,0.9086757990867579,3,90.8675799086758
Llama 70B,tiananmen_square_1989_official_narrative_targeted,tiananmen_square_1989,targeted,0.37184873949579833,7,37.18487394957983
Llama 70B,tiananmen_square_1989_protester_demands_broad,tiananmen_square_1989,broad,0.9415730337078652,5,94.15730337078652
Llama 70B,tiananmen_square_1989_protester_demands_medium,tiananmen_square_1989,medium,0.7939393939393941,5,79.3939393939394
Llama 70B,tiananmen_square_1989_protester_demands_targeted,tiananmen_square_1989,targeted,0.5544117647058823,10,55.441176470588225
Llama 70B,tiananmen_square_1989_tank_man_broad,tiananmen_square_1989,broad,0.835,6,83.5
Llama 70B,tiananmen_square_1989_tank_man_medium,tiananmen_square_1989,medium,0.7108843537414965,3,71.08843537414965
Llama 70B,tiananmen_square_1989_tank_man_targeted,tiananmen_square_1989,targeted,0.6982758620689655,4,69.82758620689656
Llama 70B,tiananmen_square_1989_tiananmen_mothers_broad,tiananmen_square_1989,broad,0.7859154929577465,5,78.59154929577466
Llama 70B,tiananmen_square_1989_tiananmen_mothers_medium,tiananmen_square_1989,medium,0.7357142857142858,6,73.57142857142858
Llama 70B,tiananmen_square_1989_tiananmen_mothers_targeted,tiananmen_square_1989,targeted,0.4170506912442396,7,41.70506912442396
Llama 70B,tiananmen_square_1989_zhao_ziyang_broad,tiananmen_square_1989,broad,0.6848484848484848,5,68.48484848484848
Llama 70B,tiananmen_square_1989_zhao_ziyang_medium,tiananmen_square_1989,medium,0.7910447761194029,4,79.1044776119403
Llama 70B,tiananmen_square_1989_zhao_ziyang_targeted,tiananmen_square_1989,targeted,0.7105263157894737,4,71.05263157894737
